0.042553	0.170213	0
7.446809	7.468085	1
9.191489	9.255319	2
11.276596	11.297872	3
12.255319	12.319149	4
14.106383	14.148936	5
14.425532	14.446809	6
14.531915	14.595745	7
16.553191	16.617021	8
19.170213	19.276596	9
19.510638	19.702128	10
19.851064	19.978723	11
22.148936	22.212766	12
27.382979	27.446809	13
28.234043	28.361702	14
31.468085	31.510638	15
31.680851	31.723404	16
36.042553	36.148936	17
36.234043	36.361702	18
36.617021	36.744681	19
37.212766	37.382979	20
37.468085	37.531915	21
37.744681	37.808511	22
41.085106	41.127660	23
42.085106	42.127660	24
42.212766	42.255319	25
42.936170	42.957447	26
43.234043	43.297872	27
43.404255	43.446809	28
51.851064	51.893617	29
58.978723	59.021277	30
64.574468	64.617021	31
67.638298	67.702128	32
67.723404	67.851064	33
69.957447	70.234043	34
70.382979	70.425532	35
70.553191	70.595745	36
70.765957	70.851064	37
70.893617	70.936170	38
71.063830	71.212766	39
71.382979	71.553191	40
71.595745	71.702128	41
71.723404	71.978723	42
72.914894	72.936170	43
74.638298	74.659574	44
80.085106	80.106383	45
80.319149	80.361702	46
80.638298	80.680851	47
83.425532	83.446809	48
86.617021	86.659574	49
90.914894	91.063830	50
91.255319	91.340426	51
91.361702	91.404255	52
91.446809	91.638298	53
91.659574	91.723404	54
91.872340	91.957447	55
92.042553	92.106383	56
93.170213	93.191489	57
93.404255	93.468085	58
93.595745	93.702128	59
93.744681	93.787234	60
93.851064	93.957447	61
94.872340	94.914894	62
95.127660	95.170213	63
96.021277	96.127660	64
96.212766	96.340426	65
97.106383	97.170213	66
97.297872	97.361702	67
97.510638	97.531915	68
97.936170	98.042553	69
98.404255	98.425532	70
98.617021	98.765957	71
98.893617	98.936170	72
99.170213	99.361702	73
99.404255	99.510638	74
99.851064	99.914894	75
100.382979	100.404255	76
100.744681	100.829787	77
102.723404	102.765957	78
103.787234	103.808511	79
107.191489	107.255319	80
107.319149	107.340426	81
107.468085	107.574468	82
108.085106	108.234043	83
108.468085	108.553191	84
108.914894	109.021277	85
109.361702	109.468085	86
109.574468	109.638298	87
109.851064	109.893617	88
109.978723	110.042553	89
110.319149	110.361702	90
110.638298	110.723404	91
111.063830	111.085106	92
111.170213	111.255319	93
111.808511	111.957447	94
112.212766	112.297872	95
112.340426	112.574468	96
112.765957	112.851064	97
114.191489	114.212766	98
114.510638	114.531915	99
115.106383	115.127660	100
116.042553	116.085106	101
116.617021	116.765957	102
116.829787	116.893617	103
117.659574	117.744681	104
118.808511	118.829787	105
118.893617	118.914894	106
119.000000	119.042553	107
119.595745	119.617021	108
120.042553	120.127660	109
120.191489	120.276596	110
120.319149	120.382979	111
121.000000	121.042553	112
121.148936	121.191489	113
121.680851	121.872340	114
122.170213	122.234043	115
122.297872	122.319149	116
122.340426	122.404255	117
122.446809	122.489362	118
124.638298	124.680851	119
127.446809	127.468085	120
128.021277	128.170213	121
128.276596	128.382979	122
129.234043	129.255319	123
129.297872	129.361702	124
129.659574	129.787234	125
129.936170	129.978723	126
130.063830	130.085106	127
130.170213	130.255319	128
130.531915	130.659574	129
130.872340	130.936170	130
131.063830	131.127660	131
131.468085	131.489362	132
131.574468	131.617021	133
132.085106	132.106383	134
132.148936	132.319149	135
132.808511	132.829787	136
133.085106	133.212766	137
133.680851	133.851064	138
134.042553	134.063830	139
134.297872	134.340426	140
134.702128	134.723404	141
134.978723	135.127660	142
135.255319	135.319149	143
135.446809	135.531915	144
135.765957	135.808511	145
136.042553	136.255319	146
136.468085	136.531915	147
136.574468	136.595745	148
136.638298	136.680851	149
136.787234	136.893617	150
136.978723	137.085106	151
137.212766	137.382979	152
137.489362	137.574468	153
137.702128	137.765957	154
139.042553	139.063830	155
144.021277	144.085106	156
144.489362	144.553191	157
144.744681	144.851064	158
145.127660	145.234043	159
145.297872	145.489362	160
